COMM:        sudo
KEY:         20995616
STATUS:      Training
NORM TIME:   2020-02-15 15:35:45
ANOMALIES:   0

TRAINING DATA:
                    CURR                     PREV            FLAGS
                  MUNMAP                SETRESGID            11111100
                     BRK                SETRESGID            10010000
          RT_SIGPROCMASK                SETRESGID            11110000
                   IOCTL                SETRESGID            01000001
                  SOCKET                SETRESGID            01001000
                 CONNECT                SETRESGID            00100100
                  SENDTO                SETRESGID            00110010
                RECVFROM                SETRESGID            01101100
                   FCNTL                SETRESGID            10000010
                READLINK                SETRESGID            01000000
               SETGROUPS                SETRESGID            10111110
               SETRESUID                SETRESGID            11010011
               GETRESUID                SETRESGID            00000010
               SETRESGID                SETRESGID            00100100
               GETRESGID                SETRESGID            00000001
              GETDENTS64                SETRESGID            00011000
                  OPENAT                SETRESGID            11110000
               PRLIMIT64                SETRESGID            00001100
                    READ                GETRESGID            01000100
                   CLOSE                GETRESGID            10000010
                   FSTAT                GETRESGID            00001000
                   LSEEK                GETRESGID            00010000
                   IOCTL                GETRESGID            00100000
               SETRESUID                GETRESGID            00001000
               GETRESUID                GETRESGID            00000001
               SETRESGID                GETRESGID            00010000
                  OPENAT                GETRESGID            11100000
               PRLIMIT64                GETRESGID            00000110
                    STAT                  GETPGID            00000100
            RT_SIGACTION                  GETPGID            11110000
          RT_SIGPROCMASK                  GETPGID            00001000
                  GETPID                  GETPGID            00000010
                 GETPPID                  GETPGID            00000001
                   CLOSE                   GETSID            00000001
                    STAT                   GETSID            01000000
          RT_SIGPROCMASK                   GETSID            10000000
                   IOCTL                   GETSID            00000010
                  GETPID                   GETSID            00100000
                 GETPPID                   GETSID            00010000
                 GETPGID                   GETSID            00001000
                  OPENAT                   GETSID            00000100
               PRLIMIT64              GETPRIORITY            11111111
                    READ              SETPRIORITY            00000010
                   CLOSE              SETPRIORITY            01000001
          RT_SIGPROCMASK              SETPRIORITY            10111100
                    READ                    PRCTL            10000000
                   CLOSE                    PRCTL            01110000
                    STAT                    PRCTL            11100000
                   IOCTL                    PRCTL            00001100
                   UNAME                    PRCTL            00011000
                   PRCTL                    PRCTL            00000001
               PRLIMIT64                    PRCTL            11111111
                   CLOSE               ARCH_PRCTL            00000010
                    MMAP               ARCH_PRCTL            11011101
                MPROTECT               ARCH_PRCTL            00100000
                     BRK               ARCH_PRCTL            00000001
                  ACCESS               ARCH_PRCTL            00000010
                  EXECVE               ARCH_PRCTL            00000110
                   FSTAT                   GETTID            00001000
                 CONNECT                   GETTID            10000000
                 SENDMSG                   GETTID            00000001
             GETSOCKNAME                   GETTID            00000010
              GETSOCKOPT                   GETTID            01110100
                    READ                    FUTEX            11111110
                   CLOSE                    FUTEX            00000011
                    STAT                    FUTEX            00000001
                     BRK                    FUTEX            00100000
                  SENDTO                    FUTEX            00100000
                 RECVMSG                    FUTEX            11011100
                    READ               GETDENTS64            11111100
                   CLOSE               GETDENTS64            00000110
                    STAT               GETDENTS64            10001100
                   FSTAT               GETDENTS64            00100011
                     BRK               GETDENTS64            01000000
                   IOCTL               GETDENTS64            01100000
               SETRESUID               GETDENTS64            11000000
               SETRESGID               GETDENTS64            10000000
             GETPRIORITY               GETDENTS64            10000000
                   FUTEX               GETDENTS64            00000001
              GETDENTS64               GETDENTS64            00000001
                  OPENAT               GETDENTS64            01111110
                MPROTECT          SET_TID_ADDRESS            11111110
                  MUNMAP          SET_TID_ADDRESS            00000001
                    READ                   OPENAT            11111111
                   CLOSE                   OPENAT            11111111
                    STAT                   OPENAT            11111111
                   FSTAT                   OPENAT            11111110
                    POLL                   OPENAT            00011000
                   LSEEK                   OPENAT            11111100
                    MMAP                   OPENAT            11111110
                MPROTECT                   OPENAT            11111111
                  MUNMAP                   OPENAT            11101011
                     BRK                   OPENAT            01010111
            RT_SIGACTION                   OPENAT            11111000
          RT_SIGPROCMASK                   OPENAT            11110000
                   IOCTL                   OPENAT            11001000
                  ACCESS                   OPENAT            11111111
                  GETPID                   OPENAT            00000100
                  SOCKET                   OPENAT            11100100
                 CONNECT                   OPENAT            11010010
                  SENDTO                   OPENAT            01110000
                RECVFROM                   OPENAT            10001110
                 RECVMSG                   OPENAT            11111110
                  EXECVE                   OPENAT            10101000
                   FCNTL                   OPENAT            11111111
                  GETCWD                   OPENAT            11100001
                READLINK                   OPENAT            00100000
                   UMASK                   OPENAT            11000111
                  GETUID                   OPENAT            01100001
                  GETGID                   OPENAT            10000000
                  SETGID                   OPENAT            10000100
                 GETEUID                   OPENAT            01000001
                 GETEGID                   OPENAT            01000000
                 GETPPID                   OPENAT            00000010
               GETGROUPS                   OPENAT            00011001
               SETGROUPS                   OPENAT            11101101
               SETRESUID                   OPENAT            11111110
               GETRESUID                   OPENAT            01000110
               SETRESGID                   OPENAT            01111111
               GETRESGID                   OPENAT            10100011
                 GETPGID                   OPENAT            00000001
             GETPRIORITY                   OPENAT            00100001
             SETPRIORITY                   OPENAT            10000010
                   PRCTL                   OPENAT            00010000
              ARCH_PRCTL                   OPENAT            10101010
                   FUTEX                   OPENAT            00100101
              GETDENTS64                   OPENAT            00010011
                  OPENAT                   OPENAT            11111111
               PRLIMIT64                   OPENAT            11111110
                    READ                    PPOLL            01001110
                   CLOSE                    PPOLL            00100001
                   FSTAT                    PPOLL            11110000
            RT_SIGACTION                    PPOLL            11111110
          RT_SIGPROCMASK                    PPOLL            00001011
                 SENDMSG                    PPOLL            01111110
                 RECVMSG                    PPOLL            10110111
             GETSOCKNAME                    PPOLL            11111100
              GETSOCKOPT                    PPOLL            11111000
                  GETTID                    PPOLL            00101010
                   PPOLL                    PPOLL            11011100
                MPROTECT          SET_ROBUST_LIST            11111100
                  MUNMAP          SET_ROBUST_LIST            00000010
         SET_TID_ADDRESS          SET_ROBUST_LIST            00000001
                   CLOSE                    PIPE2            00100011
                    POLL                    PIPE2            00001000
          RT_SIGPROCMASK                    PIPE2            00001000
                  SOCKET                    PIPE2            01000000
                  SENDTO                    PIPE2            10010000
                RECVFROM                    PIPE2            11000110
                   CLONE                    PIPE2            00000100
                   FCNTL                    PIPE2            00100000
                 GETPGRP                    PIPE2            00000001
                   PIPE2                    PIPE2            00010000
                    READ                PRLIMIT64            11111110
                   CLOSE                PRLIMIT64            11111111
                    STAT                PRLIMIT64            11111000
                   FSTAT                PRLIMIT64            11111100
                   LSEEK                PRLIMIT64            11111000
                MPROTECT                PRLIMIT64            11000000
                  MUNMAP                PRLIMIT64            00100000
                     BRK                PRLIMIT64            11111111
            RT_SIGACTION                PRLIMIT64            11110110
          RT_SIGPROCMASK                PRLIMIT64            11111001
                   IOCTL                PRLIMIT64            00001111
                 CONNECT                PRLIMIT64            10000000
                  SENDTO                PRLIMIT64            01000000
                RECVFROM                PRLIMIT64            11000000
                   UNAME                PRLIMIT64            00000110
                   UMASK                PRLIMIT64            11000000
                  SETUID                PRLIMIT64            11111111
               SETGROUPS                PRLIMIT64            00001000
               SETRESUID                PRLIMIT64            00001111
               SETRESGID                PRLIMIT64            00010110
              GETDENTS64                PRLIMIT64            11100000
         SET_TID_ADDRESS                PRLIMIT64            10010000
                  OPENAT                PRLIMIT64            11110000
         SET_ROBUST_LIST                PRLIMIT64            11001000
               PRLIMIT64                PRLIMIT64            11111111

TESTING DATA:
                    CURR                     PREV            FLAGS
